id,make,model,trim,type,price,mileage,src,year,image-type
4206,CHEVROLET,CRUZE,LS,sedan,13900,25326,cdnblob.carvana.io/2000273728/post-large/normalized/cropped/2000273728-edc-02.jpg?v=2019.4.1_15.18.16,2017,original
4207,VOLKSWAGEN,PASSAT,2.0T R-Line,sedan,16500,35113,cdnblob.carvana.io/2000279214/post-large/normalized/cropped/2000279214-edc-02.jpg?v=2019.4.5_3.45.53,2018,original
4208,NISSAN,ALTIMA,2.5 SL,sedan,15600,45277,cdnblob.carvana.io/2000279365/post-large/normalized/cropped/2000279365-edc-02.jpg?v=2019.4.11_14.58.15,2017,original
4209,CHEVROLET,CRUZE LIMITED,2LT,sedan,13000,43161,cdnblob.carvana.io/2000278655/post-large/normalized/cropped/2000278655-edc-02.jpg?v=2019.4.2_14.39.18,2016,original
4210,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,16500,20137,cdnblob.carvana.io/2000276462/post-large/normalized/cropped/2000276462-edc-02.jpg?v=2019.4.1_21.57.28,2016,original
4211,CHRYSLER,300,300 Limited,sedan,16800,38923,cdnblob.carvana.io/2000271972/post-large/normalized/cropped/2000271972-edc-02.jpg?v=2019.4.12_4.8.32,2015,original
4212,LEXUS,IS,IS 200t,sedan,22000,28001,cdnblob.carvana.io/2000272032/post-large/normalized/cropped/2000272032-edc-02.jpg?v=2019.4.1_22.52.10,2016,original
4213,VOLKSWAGEN,PASSAT,1.8T S,sedan,11800,42321,cdnblob.carvana.io/2000266409/post-large/normalized/cropped/2000266409-edc-02.jpg?v=2019.4.10_8.35.9,2014,original
4214,KIA,OPTIMA,LX,sedan,13000,45968,cdnblob.carvana.io/2000275792/post-large/normalized/cropped/2000275792-edc-02.jpg?v=2019.4.5_10.9.2,2015,original
4215,FORD,FUSION,Titanium,sedan,17500,39978,cdnblob.carvana.io/2000279185/post-large/normalized/cropped/2000279185-edc-02.jpg?v=2019.3.26_9.9.54,2018,original
4216,HYUNDAI,ACCENT,SE,sedan,14000,15372,cdnblob.carvana.io/2000278429/post-large/normalized/cropped/2000278429-edc-02.jpg?v=2019.3.28_19.2.10,2018,original
4217,CHEVROLET,IMPALA,LS,sedan,10900,39865,cdnblob.carvana.io/2000265080/post-large/normalized/cropped/2000265080-edc-02.jpg?v=2019.3.29_6.43.53,2013,original
4218,MERCEDES-BENZ,E-CLASS,E 350,sedan,27000,43376,cdnblob.carvana.io/2000274877/post-large/normalized/cropped/2000274877-edc-02.jpg?v=2019.3.25_21.58.43,2016,original
4219,HONDA,CIVIC,LX,sedan,16500,27508,cdnblob.carvana.io/2000278109/post-large/normalized/cropped/2000278109-edc-02.jpg?v=2019.3.28_1.6.31,2016,original
4220,CHRYSLER,200,Limited,sedan,12000,62488,cdnblob.carvana.io/2000275859/post-large/normalized/cropped/2000275859-edc-02.jpg?v=2019.4.3_9.3.53,2015,original
4221,INFINITI,Q50,3.0t LUXE,sedan,24700,27874,cdnblob.carvana.io/2000274566/post-large/normalized/cropped/2000274566-edc-02.jpg?v=2019.3.22_8.9.40,2018,original
4222,ACURA,TLX,3.5,sedan,20000,45383,cdnblob.carvana.io/2000278527/post-large/normalized/cropped/2000278527-edc-02.jpg?v=2019.3.23_17.38.6,2016,original
4223,HONDA,CIVIC,LX,sedan,17900,14266,cdnblob.carvana.io/2000277197/post-large/normalized/cropped/2000277197-edc-02.jpg?v=2019.3.28_3.32.7,2017,original
4224,DODGE,CHARGER,SXT Plus,sedan,21000,31055,cdnblob.carvana.io/2000272764/post-large/normalized/cropped/2000272764-edc-02.jpg?v=2019.3.28_1.6.18,2018,original
4225,CHRYSLER,200,Limited,sedan,13500,30960,cdnblob.carvana.io/2000273952/post-large/normalized/cropped/2000273952-edc-02.jpg?v=2019.3.28_0.17.23,2015,original
4226,AUDI,A3,TDI Premium,sedan,19800,22769,cdnblob.carvana.io/2000271036/post-large/normalized/cropped/2000271036-edc-02.jpg?v=2019.4.4_1.7.4,2015,original
4227,TOYOTA,CAMRY,LE,sedan,18900,19993,cdnblob.carvana.io/2000266110/post-large/normalized/cropped/2000266110-edc-02.jpg?v=2019.4.2_14.8.32,2018,original
4228,CHEVROLET,MALIBU,LS,sedan,14500,38872,cdnblob.carvana.io/2000201326/post-large/normalized/cropped/2000201326-edc-02.jpg?v=2019.4.12_4.6.29,2016,original
4229,HONDA,CIVIC,Si,sedan,14500,56183,cdnblob.carvana.io/2000267591/post-large/normalized/cropped/2000267591-edc-02.jpg?v=2019.3.29_6.23.4,2012,original
4230,MAZDA,MAZDA3,Sport,sedan,14000,49995,cdnblob.carvana.io/2000270090/post-large/normalized/cropped/2000270090-edc-02.jpg?v=2019.4.9_16.31.10,2017,original
4231,HYUNDAI,ELANTRA,SEL,sedan,15300,18147,cdnblob.carvana.io/2000271826/post-large/normalized/cropped/2000271826-edc-02.jpg?v=2019.4.1_17.57.0,2018,original
4232,HONDA,ACCORD,Sport,sedan,19600,25336,cdnblob.carvana.io/2000278392/post-large/normalized/cropped/2000278392-edc-02.jpg?v=2019.4.11_9.28.25,2016,original
4233,LEXUS,GS,GS 350,sedan,28800,41540,cdnblob.carvana.io/2000276813/post-large/normalized/cropped/2000276813-edc-02.jpg?v=2019.3.28_0.53.9,2016,original
4234,MERCEDES-BENZ,CLS-CLASS,CLS 63 AMG,sedan,22200,69047,cdnblob.carvana.io/2000271546/post-large/normalized/cropped/2000271546-edc-02.jpg?v=2019.3.29_12.40.14,2009,original
4235,NISSAN,ALTIMA,2.5 S,sedan,12800,46880,cdnblob.carvana.io/2000275098/post-large/normalized/cropped/2000275098-edc-02.jpg?v=2019.3.25_22.4.27,2015,original
4236,AUDI,A3,2.0T Premium Plus,sedan,20200,43055,cdnblob.carvana.io/2000273358/post-large/normalized/cropped/2000273358-edc-02.jpg?v=2019.3.22_12.37.16,2015,original
4237,TOYOTA,COROLLA,LE,sedan,14900,17559,cdnblob.carvana.io/2000269750/post-large/normalized/cropped/2000269750-edc-02.jpg?v=2019.3.22_23.8.40,2017,original
4238,NISSAN,MAXIMA,SL,sedan,21700,31586,cdnblob.carvana.io/2000277057/post-large/normalized/cropped/2000277057-edc-02.jpg?v=2019.3.22_3.30.15,2016,original
4239,HYUNDAI,ELANTRA,SE,sedan,12800,26605,cdnblob.carvana.io/2000273621/post-large/normalized/cropped/2000273621-edc-02.jpg?v=2019.3.29_6.5.44,2016,original
4240,HYUNDAI,SONATA,Sonata,sedan,13300,46682,cdnblob.carvana.io/2000274298/post-large/normalized/cropped/2000274298-edc-02.jpg?v=2019.3.21_3.41.38,2017,original
4241,TOYOTA,CAMRY,LE,sedan,15400,38379,cdnblob.carvana.io/2000251867/post-large/normalized/cropped/2000251867-edc-02.jpg?v=2019.3.22_19.19.31,2017,original
4242,NISSAN,ALTIMA,2.5 SV,sedan,12000,66705,cdnblob.carvana.io/2000274406/post-large/normalized/cropped/2000274406-edc-02.jpg?v=2019.4.5_1.15.55,2016,original
4243,TOYOTA,CAMRY,Hybrid SE,sedan,16200,60039,cdnblob.carvana.io/2000258572/post-large/normalized/cropped/2000258572-edc-02.jpg?v=2019.3.21_19.0.20,2016,original
4244,TOYOTA,CAMRY,SE,sedan,13800,66077,cdnblob.carvana.io/2000275781/post-large/normalized/cropped/2000275781-edc-02.jpg?v=2019.4.10_12.14.19,2016,original
4245,DODGE,CHARGER,R/T Road & Track,sedan,25800,31507,cdnblob.carvana.io/2000266433/post-large/normalized/cropped/2000266433-edc-02.jpg?v=2019.4.8_14.35.24,2016,original
4246,TOYOTA,CAMRY,LE,sedan,13000,70449,cdnblob.carvana.io/2000269179/post-large/normalized/cropped/2000269179-edc-02.jpg?v=2019.4.9_15.28.18,2015,original
4247,DODGE,CHARGER,SE,sedan,17400,73235,cdnblob.carvana.io/2000275510/post-large/normalized/cropped/2000275510-edc-02.jpg?v=2019.4.12_5.59.10,2015,original
4248,BUICK,REGAL,Premium I,sedan,14800,33853,cdnblob.carvana.io/2000267697/post-large/normalized/cropped/2000267697-edc-02.jpg?v=2019.4.5_13.34.59,2014,original
4249,FORD,FIESTA,SE,sedan,11000,42538,cdnblob.carvana.io/2000255991/post-large/normalized/cropped/2000255991-edc-02.jpg?v=2019.3.28_15.17.45,2017,original
4250,AUDI,A4,Premium,sedan,21300,32521,cdnblob.carvana.io/2000271078/post-large/normalized/cropped/2000271078-edc-02.jpg?v=2019.3.26_19.47.37,2016,original
4251,CADILLAC,CTS,2.0 Luxury Collection,sedan,21400,25517,cdnblob.carvana.io/2000267341/post-large/normalized/cropped/2000267341-edc-02.jpg?v=2019.3.21_19.6.9,2014,original
4252,KIA,OPTIMA,SX Turbo,sedan,20900,31877,cdnblob.carvana.io/2000273507/post-large/normalized/cropped/2000273507-edc-02.jpg?v=2019.3.28_2.46.8,2016,original
4253,NISSAN,MAXIMA,SV,sedan,21100,24588,cdnblob.carvana.io/2000268130/post-large/normalized/cropped/2000268130-edc-02.jpg?v=2019.3.28_14.20.7,2018,original
4254,FORD,FOCUS,SE,sedan,13000,10495,cdnblob.carvana.io/2000269978/post-large/normalized/cropped/2000269978-edc-02.jpg?v=2019.4.1_13.21.30,2016,original
4255,CHEVROLET,CRUZE,LS,sedan,9300,72001,cdnblob.carvana.io/2000268549/post-large/normalized/cropped/2000268549-edc-02.jpg?v=2019.4.5_8.1.49,2013,original
4256,HYUNDAI,ACCENT,SE,sedan,11700,38226,cdnblob.carvana.io/2000271676/post-large/normalized/cropped/2000271676-edc-02.jpg?v=2019.4.6_6.25.31,2017,original
4257,FORD,FIESTA,SE,sedan,10700,46859,cdnblob.carvana.io/2000265506/post-large/normalized/cropped/2000265506-edc-02.jpg?v=2019.3.26_13.16.36,2017,original
4258,HYUNDAI,SONATA,Sport,sedan,17000,20549,cdnblob.carvana.io/2000267761/post-large/normalized/cropped/2000267761-edc-02.jpg?v=2019.3.16_19.20.15,2017,original
4259,LEXUS,ES,ES 350,sedan,25000,31574,cdnblob.carvana.io/2000238583/post-large/normalized/cropped/2000238583-edc-02.jpg?v=2019.3.26_14.24.34,2016,original
4260,MAZDA,MAZDA6,I Grand Touring,sedan,19300,32123,cdnblob.carvana.io/2000271097/post-large/normalized/cropped/2000271097-edc-02.jpg?v=2019.3.19_15.30.15,2016,original
4261,TOYOTA,CAMRY,LE,sedan,15000,38059,cdnblob.carvana.io/2000266801/post-large/normalized/cropped/2000266801-edc-02.jpg?v=2019.3.20_22.46.5,2017,original
4262,HYUNDAI,ELANTRA,Limited,sedan,17400,16914,cdnblob.carvana.io/2000266864/post-large/normalized/cropped/2000266864-edc-02.jpg?v=2019.3.30_15.29.26,2017,original
4263,KIA,OPTIMA,LX,sedan,16100,20355,cdnblob.carvana.io/2000251900/post-large/normalized/cropped/2000251900-edc-02.jpg?v=2019.3.19_22.33.27,2018,original
4264,VOLKSWAGEN,JETTA,1.8T Sport,sedan,13700,41119,cdnblob.carvana.io/2000263456/post-large/normalized/cropped/2000263456-edc-02.jpg?v=2019.4.4_13.26.56,2016,original
4265,CHRYSLER,300,300S,sedan,23400,14413,cdnblob.carvana.io/2000261043/post-large/normalized/cropped/2000261043-edc-02.jpg?v=2019.3.21_18.57.2,2017,original
4266,CHEVROLET,IMPALA,LT,sedan,16900,36442,cdnblob.carvana.io/2000269188/post-large/normalized/cropped/2000269188-edc-02.jpg?v=2019.3.23_4.55.44,2017,original
4267,TOYOTA,CAMRY,SE,sedan,16500,16056,cdnblob.carvana.io/2000270348/post-large/normalized/cropped/2000270348-edc-02.jpg?v=2019.3.15_17.37.35,2015,original
4268,CHEVROLET,MALIBU,LT,sedan,8500,87241,cdnblob.carvana.io/2000253542/post-large/normalized/cropped/2000253542-edc-02.jpg?v=2019.4.12_19.35.11,2012,original
4269,CADILLAC,CTS,CTS-V,sedan,41800,24320,cdnblob.carvana.io/2000267223/post-large/normalized/cropped/2000267223-edc-02.jpg?v=2019.3.28_0.52.46,2013,original
4270,CHRYSLER,300,300C Varvatos Collection ...,sedan,21600,17876,cdnblob.carvana.io/2000269849/post-large/normalized/cropped/2000269849-edc-02.jpg?v=2019.3.19_1.19.24,2013,original
4271,CHEVROLET,CRUZE,L,sedan,8800,70594,cdnblob.carvana.io/2000269792/post-large/normalized/cropped/2000269792-edc-02.jpg?v=2019.4.3_8.53.41,2015,original
4272,CADILLAC,XTS,Luxury,sedan,30900,16249,cdnblob.carvana.io/2000265195/post-large/normalized/cropped/2000265195-edc-02.jpg?v=2019.3.14_20.22.20,2018,original
4273,HYUNDAI,SONATA,SE,sedan,13700,30747,cdnblob.carvana.io/2000263447/post-large/normalized/cropped/2000263447-edc-02.jpg?v=2019.3.16_3.16.41,2016,original
4274,SCION,IA,IA,sedan,12300,35441,cdnblob.carvana.io/2000266719/post-large/normalized/cropped/2000266719-edc-02.jpg?v=2019.3.21_5.47.57,2016,original
4275,FORD,FIESTA,SE,sedan,10800,46170,cdnblob.carvana.io/2000269903/post-large/normalized/cropped/2000269903-edc-02.jpg?v=2019.3.29_4.5.56,2017,original
4276,VOLKSWAGEN,JETTA,1.4T S,sedan,12400,48830,cdnblob.carvana.io/2000268228/post-large/normalized/cropped/2000268228-edc-02.jpg?v=2019.4.1_13.5.7,2017,original
4277,NISSAN,MAXIMA,S,sedan,17500,47670,cdnblob.carvana.io/2000266396/post-large/normalized/cropped/2000266396-edc-02.jpg?v=2019.4.12_4.2.32,2016,original
4278,AUDI,A4,Premium Plus,sedan,24400,29797,cdnblob.carvana.io/2000272100/post-large/normalized/cropped/2000272100-edc-02.jpg?v=2019.3.18_15.13.46,2016,original
4279,TOYOTA,COROLLA,S,sedan,15100,23861,cdnblob.carvana.io/2000270160/post-large/normalized/cropped/2000270160-edc-02.jpg?v=2019.4.2_18.27.23,2016,original
4280,INFINITI,Q70,3.7 Luxe,sedan,28800,22166,cdnblob.carvana.io/2000266986/post-large/normalized/cropped/2000266986-edc-02.jpg?v=2019.4.12_15.19.14,2018,original
4281,HYUNDAI,SONATA HYBRID,SE,sedan,18500,17513,cdnblob.carvana.io/2000270221/post-large/normalized/cropped/2000270221-edc-02.jpg?v=2019.3.20_12.14.24,2018,original
4282,VOLKSWAGEN,JETTA,1.4T S,sedan,13100,31270,cdnblob.carvana.io/2000266758/post-large/normalized/cropped/2000266758-edc-02.jpg?v=2019.3.21_5.12.56,2017,original
4283,HONDA,ACCORD,EX,sedan,18100,31803,cdnblob.carvana.io/2000268621/post-large/normalized/cropped/2000268621-edc-02.jpg?v=2019.3.22_18.40.16,2016,original
4284,HONDA,CIVIC,EX,sedan,17500,37272,cdnblob.carvana.io/2000266602/post-large/normalized/cropped/2000266602-edc-02.jpg?v=2019.3.27_3.4.16,2017,original
4285,TOYOTA,CAMRY,LE,sedan,20300,8029,cdnblob.carvana.io/2000265546/post-large/normalized/cropped/2000265546-edc-02.jpg?v=2019.3.29_1.14.59,2018,original
4286,VOLKSWAGEN,JETTA,1.4T S,sedan,12500,33864,cdnblob.carvana.io/2000264516/post-large/normalized/cropped/2000264516-edc-02.jpg?v=2019.3.28_0.57.17,2016,original
4287,CADILLAC,ATS,3.6L Luxury,sedan,16200,58355,cdnblob.carvana.io/2000267260/post-large/normalized/cropped/2000267260-edc-02.jpg?v=2019.3.19_22.36.54,2013,original
4288,KIA,RIO,LX,sedan,12100,11700,cdnblob.carvana.io/2000254518/post-large/normalized/cropped/2000254518-edc-02.jpg?v=2019.4.9_22.33.1,2017,original
4289,HONDA,CIVIC,EX,sedan,16000,23292,cdnblob.carvana.io/2000263895/post-large/normalized/cropped/2000263895-edc-02.jpg?v=2019.4.12_4.5.42,2015,original
4290,CHEVROLET,MALIBU,LT,sedan,9400,62868,cdnblob.carvana.io/2000258092/post-large/normalized/cropped/2000258092-edc-02.jpg?v=2019.3.29_1.11.11,2012,original
4291,CHEVROLET,CRUZE,LT,sedan,14900,11306,cdnblob.carvana.io/2000268265/post-large/normalized/cropped/2000268265-edc-02.jpg?v=2019.3.15_10.18.47,2017,original
4292,NISSAN,ALTIMA,2.5 SV,sedan,15800,22814,cdnblob.carvana.io/2000265560/post-large/normalized/cropped/2000265560-edc-02.jpg?v=2019.3.14_14.33.42,2016,original
4293,FORD,FIESTA,SE,sedan,10700,40673,cdnblob.carvana.io/2000265463/post-large/normalized/cropped/2000265463-edc-02.jpg?v=2019.3.20_7.7.47,2017,original
4294,MAZDA,MAZDA6,Grand Touring,sedan,19100,62667,cdnblob.carvana.io/2000263545/post-large/normalized/cropped/2000263545-edc-02.jpg?v=2019.3.28_0.17.20,2017,original
4295,CHEVROLET,MALIBU,LS,sedan,14800,31631,cdnblob.carvana.io/2000268800/post-large/normalized/cropped/2000268800-edc-02.jpg?v=2019.3.19_16.9.14,2016,original
4296,JAGUAR,XF,XF Portfolio,sedan,16300,80765,cdnblob.carvana.io/2000265383/post-large/normalized/cropped/2000265383-edc-02.jpg?v=2019.4.11_22.21.31,2012,original
4297,CHEVROLET,MALIBU LIMITED,LT,sedan,16000,10781,cdnblob.carvana.io/2000268788/post-large/normalized/cropped/2000268788-edc-02.jpg?v=2019.3.12_11.7.10,2016,original
4298,VOLKSWAGEN,JETTA,2.0T GLI SE,sedan,16300,50649,cdnblob.carvana.io/2000263620/post-large/normalized/cropped/2000263620-edc-02.jpg?v=2019.3.19_1.18.15,2016,original
4299,FORD,FOCUS,SE,sedan,11400,50581,cdnblob.carvana.io/2000266274/post-large/normalized/cropped/2000266274-edc-02.jpg?v=2019.3.16_0.1.54,2017,original
4300,FORD,FUSION,Titanium Hybrid,sedan,17100,39166,cdnblob.carvana.io/2000264926/post-large/normalized/cropped/2000264926-edc-02.jpg?v=2019.3.15_14.13.0,2017,original
4301,KIA,OPTIMA,Limited,sedan,20900,22498,cdnblob.carvana.io/2000265979/post-large/normalized/cropped/2000265979-edc-02.jpg?v=2019.3.16_14.10.48,2016,original
4302,KIA,OPTIMA,EX,sedan,15900,34480,cdnblob.carvana.io/2000265133/post-large/normalized/cropped/2000265133-edc-02.jpg?v=2019.3.19_1.35.40,2016,original
4303,DODGE,CHARGER,SXT,sedan,20800,35548,cdnblob.carvana.io/2000268413/post-large/normalized/cropped/2000268413-edc-02.jpg?v=2019.3.18_23.38.33,2017,original
4304,CHEVROLET,MALIBU,LS,sedan,13700,22726,cdnblob.carvana.io/2000256510/post-large/normalized/cropped/2000256510-edc-02.jpg?v=2019.3.18_13.6.17,2014,original
4305,SCION,IA,IA,sedan,13200,21134,cdnblob.carvana.io/2000265790/post-large/normalized/cropped/2000265790-edc-02.jpg?v=2019.3.19_22.44.33,2016,original
4306,CHEVROLET,MALIBU,LS,sedan,15500,22500,cdnblob.carvana.io/2000261775/post-large/normalized/cropped/2000261775-edc-02.jpg?v=2019.3.18_18.23.28,2018,original
4307,NISSAN,SENTRA,SV,sedan,12100,42147,cdnblob.carvana.io/2000266733/post-large/normalized/cropped/2000266733-edc-02.jpg?v=2019.3.13_20.20.23,2017,original
4308,KIA,CADENZA,Limited,sedan,17100,44527,cdnblob.carvana.io/2000267073/post-large/normalized/cropped/2000267073-edc-02.jpg?v=2019.3.15_3.33.18,2015,original
4309,NISSAN,ALTIMA,2.5 SV,sedan,14200,46643,cdnblob.carvana.io/2000265651/post-large/normalized/cropped/2000265651-edc-02.jpg?v=2019.4.5_6.29.38,2017,original
4310,VOLKSWAGEN,JETTA,1.8T Sport,sedan,14500,36014,cdnblob.carvana.io/2000266763/post-large/normalized/cropped/2000266763-edc-02.jpg?v=2019.3.22_19.12.11,2016,original
4311,CHEVROLET,MALIBU,LS,sedan,15900,21293,cdnblob.carvana.io/2000262857/post-large/normalized/cropped/2000262857-edc-02.jpg?v=2019.3.12_14.59.56,2017,original
4312,NISSAN,ALTIMA,3.5 SL,sedan,16600,43909,cdnblob.carvana.io/2000262208/post-large/normalized/cropped/2000262208-edc-02.jpg?v=2019.3.14_3.56.36,2017,original
4313,HYUNDAI,ACCENT,SE,sedan,10900,42011,cdnblob.carvana.io/2000262134/post-large/normalized/cropped/2000262134-edc-02.jpg?v=2019.3.8_17.49.21,2017,original
4314,VOLKSWAGEN,CC,2.0T R-Line,sedan,15000,36632,cdnblob.carvana.io/2000254493/post-large/normalized/cropped/2000254493-edc-02.jpg?v=2019.3.14_3.40.9,2014,original
4315,NISSAN,MAXIMA,SV,sedan,20900,27963,cdnblob.carvana.io/2000252904/post-large/normalized/cropped/2000252904-edc-02.jpg?v=2019.3.20_15.41.10,2018,original
4316,KIA,OPTIMA,Limited,sedan,20800,35906,cdnblob.carvana.io/2000266926/post-large/normalized/cropped/2000266926-edc-02.jpg?v=2019.3.9_17.51.39,2016,original
4317,NISSAN,SENTRA,SV,sedan,12100,41734,cdnblob.carvana.io/2000264644/post-large/normalized/cropped/2000264644-edc-02.jpg?v=2019.3.9_21.37.19,2017,original
4318,BUICK,REGAL,Sport Touring,sedan,15900,42375,cdnblob.carvana.io/2000263370/post-large/normalized/cropped/2000263370-edc-02.jpg?v=2019.3.15_14.28.9,2017,original
4319,CHRYSLER,200,Limited,sedan,13300,53390,cdnblob.carvana.io/2000268415/post-large/normalized/cropped/2000268415-edc-02.jpg?v=2019.4.9_23.10.9,2016,original
4320,BUICK,REGAL SPORTBACK,Essence,sedan,20000,21408,cdnblob.carvana.io/2000261943/post-large/normalized/cropped/2000261943-edc-02.jpg?v=2019.3.15_6.57.4,2018,original
4321,VOLKSWAGEN,CC,Sport,sedan,13300,40995,cdnblob.carvana.io/2000241955/post-large/normalized/cropped/2000241955-edc-02.jpg?v=2019.3.23_18.58.21,2013,original
4322,TOYOTA,COROLLA,LE,sedan,14600,23065,cdnblob.carvana.io/2000263873/post-large/normalized/cropped/2000263873-edc-02.jpg?v=2019.3.9_1.10.24,2018,original
4323,HYUNDAI,SONATA,SE,sedan,14200,30037,cdnblob.carvana.io/2000263004/post-large/normalized/cropped/2000263004-edc-02.jpg?v=2019.3.21_6.54.2,2016,original
4324,NISSAN,MAXIMA,SR,sedan,26500,15538,cdnblob.carvana.io/2000255872/post-large/normalized/cropped/2000255872-edc-02.jpg?v=2019.4.3_0.58.27,2018,original
4325,TOYOTA,COROLLA,LE,sedan,15100,18876,cdnblob.carvana.io/2000263952/post-large/normalized/cropped/2000263952-edc-02.jpg?v=2019.3.7_1.21.24,2018,original
4326,DODGE,CHARGER,SXT,sedan,19700,36689,cdnblob.carvana.io/2000263676/post-large/normalized/cropped/2000263676-edc-02.jpg?v=2019.3.27_22.35.56,2015,original
4327,FORD,FIESTA,SE,sedan,10900,41780,cdnblob.carvana.io/2000265874/post-large/normalized/cropped/2000265874-edc-02.jpg?v=2019.3.26_12.32.36,2017,original
4328,NISSAN,ALTIMA,2.5 SV,sedan,14400,44256,cdnblob.carvana.io/2000265698/post-large/normalized/cropped/2000265698-edc-02.jpg?v=2019.3.7_19.45.26,2017,original
4329,HYUNDAI,ELANTRA,SE,sedan,10700,72227,cdnblob.carvana.io/2000261339/post-large/normalized/cropped/2000261339-edc-02.jpg?v=2019.4.4_13.36.21,2016,original
4330,TOYOTA,COROLLA,LE,sedan,12800,40703,cdnblob.carvana.io/2000265058/post-large/normalized/cropped/2000265058-edc-02.jpg?v=2019.3.22_18.26.59,2016,original
4331,NISSAN,ALTIMA,2.5 SV,sedan,14900,42703,cdnblob.carvana.io/2000252881/post-large/normalized/cropped/2000252881-edc-02.jpg?v=2019.3.7_19.54.15,2017,original
4332,CHEVROLET,MALIBU,LS,sedan,12000,72998,cdnblob.carvana.io/2000262962/post-large/normalized/cropped/2000262962-edc-02.jpg?v=2019.3.30_1.10.25,2015,original
4333,LEXUS,IS,IS 250,sedan,20800,36416,cdnblob.carvana.io/2000265992/post-large/normalized/cropped/2000265992-edc-02.jpg?v=2019.3.13_23.22.54,2015,original
4334,KIA,OPTIMA,LX,sedan,14500,14797,cdnblob.carvana.io/2000265811/post-large/normalized/cropped/2000265811-edc-02.jpg?v=2019.3.7_20.4.47,2015,original
4335,HYUNDAI,ACCENT,SE,sedan,10900,43275,cdnblob.carvana.io/2000259487/post-large/normalized/cropped/2000259487-edc-02.jpg?v=2019.3.22_15.18.27,2017,original
4336,NISSAN,SENTRA,S,sedan,14200,15343,cdnblob.carvana.io/2000264150/post-large/normalized/cropped/2000264150-edc-02.jpg?v=2019.3.11_15.5.30,2018,original
4337,CHEVROLET,IMPALA,LS,sedan,15300,48013,cdnblob.carvana.io/2000258329/post-large/normalized/cropped/2000258329-edc-02.jpg?v=2019.3.26_12.29.26,2016,original
